userId,umap_1,umap_2
UC--FsVX4q4Ek_2DD89J5cOg,0.1631111,4.698113
UC-1YF8d0KYSg3ksrpQJi3Kw,-2.4124694,5.7628
UC-3Nj6oYW1QqHjBmm3iL-oQ,7.4591613,13.511222
UC-3PP_G2wsXPI0In8hr1z4A,9.5155115,7.54086
UC-3rwZnz8xmpX4wByAA5CQw,5.339409,17.521189
UC-4JFXwbKLjHEpRYu22yROQ,12.119399,10.406502
UC-7-qCkA4GVQznRkXeop4Lw,9.028795,15.497949
UC-7CsrBveGCDiDQtCSi75NA,11.656709,13.201216
UC-7UGGUfegIlYvAMQEEZoWA,9.451159,4.9650335
UC-8JKGrT19vvhAvsSxAYjSQ,3.6106632,2.728192
UC-8SI97g7bH6iCOyRhC6Emg,7.1191034,5.0805526
UC-9oSS0x2AoD2EC2WWP6XgA,12.356605,12.177835
UC-AAsyvqCmt4FS4x02OFxxQ,7.4233193,10.437029
UC-AbeGBC9-f2huFbou2g-zQ,13.017906,9.6709175
UC-B97mdpY4nQf6U5g5sLgAw,13.333062,4.8305464
UC-BU1Oft2db2OJGvjJu0cVQ,12.103848,7.91318
UC-E_u0tONL7jX233EX8yy1A,7.4814034,14.158707
UC-EzdIsompamqS86hM6BoFw,10.916932,7.1042433
UC-ISj9vvmY4p2GaXHlCJrtw,11.223551,3.750584
UC-JVRGWnjzZuEGi88c9eLAA,2.488824,3.5747662
UC-LDOX6xdSyeUiFMggIRC0w,7.642321,17.602962
UC-NuZui4n3wDtTmgMBKT9Sg,7.6654434,13.640432
UC-Nw5S0c6bq3ldlu9CT-GHw,7.74528,4.7185345
UC-OYdlMvgSQIzV9mhqVLnRg,11.412422,13.847888
UC-PDPi-5c3jTo6E1lizbJFg,4.44448,5.6278734
UC-PETw1P1_voShih9WRmkMg,9.409125,6.5318756
UC-RAnK0D2x7DewvatyRqcHQ,8.533827,6.087375
UC-S7pAVa8NuLbGZRT--xCBg,12.253304,7.485473
UC-T9vpeDnjGxmKSzIiM920A,9.229903,7.663694
UC-TdHGwX918DS0qknMVDUUQ,8.730789,6.420336
UC-UGpuEQAvfwbzcdAWvBLeA,4.2295117,3.0303006
UC-W82dsdqQfqgyuHRSalQBw,8.654897,6.542062
UC-WgwqxLnjpffl0hPn3hS-g,-2.7243254,5.8010335
UC-XCNEk1uZcaM4h-rNp-3cw,11.23819,3.6761463
UC-XFuI62LLtCjTXM2Kd74Xg,11.8554125,3.2980094
UC-XRuhdgwtAU3ZPyHp8v3ZA,13.75053,4.91379
UC-XwCzDwf3LWXpkMYHQ2RlQ,12.994095,4.5274587
UC-ZDi9r-41GiPdxTe3HwebA,9.075419,7.062497
UC-_rI_t4-KRvrbgWFEZa5uA,10.728373,4.3439503
UC-aQ1VwwK6EsHxkO2s4MQ1Q,8.897596,9.402891
UC-bNysdfGc8M00JORt9wFSw,6.1018815,2.3850431
UC-bPEgY4UCenObQ02iWK0cQ,6.695418,3.9134464
UC-bu3cnBZmFtmOd3JOlhtng,11.222294,11.120101
UC-dRtPqdUtIYwsYfxnp_t4g,7.661825,4.576614
UC-dXrO29mz1F846RHJAPS-Q,5.0969467,17.698704
UC-dtn_v6-lmpa6j7Vwl-BgQ,-1.8081656,5.715465
UC-edhzZuiP2P19s_tu88CQg,4.4280725,5.862733
UC-gCpMc94-3CWd9MJw107_w,7.8016677,8.987599
UC-h6mJDreiBJG8fPtQ3OA-g,9.658067,10.025606
UC-jznjjSTKr15h65W95yDoA,11.307415,9.749553
UC-k-axvrivMCH12r4Lg9tbQ,6.8087344,17.683344
UC-k0fXW2TZgXNyZiAPK_AQQ,12.929302,13.425795
UC-kAVBFQAr54Etg76uska7g,7.563752,14.978567
UC-kEpkvZNXjfm0eeLljdiPw,7.436191,2.3813775
UC-mWbS71hcXLB0jOqv8-Z7Q,8.243197,19.20633
UC-mwgFQEo2PS0IGEHAJpoYg,7.9110436,9.25953
UC-nf2ZdwpfjBQYW79Gi1AHA,10.730279,10.057498
UC-nyyAcb8rt4vTYr2HbMUAg,11.594942,11.629815
UC-p42GezfAlIR-YMhvst8jg,8.579253,8.989906
UC-pSt_GMFA_b-owUKoE8KOw,7.703936,8.130882
UC-qUUzLEE1BM8VDWZaE1lrQ,9.222717,4.456764
UC-qrLi0LFsZcMa8iFNSto7A,8.364101,10.510232
UC-shWlsEYm5Qd3eaCoWusPw,5.730861,2.3663263
UC-t2zx9mcjh4CR-V4CcGlPg,10.546878,15.286922
UC-tAztCfSbLUftcrb3r4lHw,12.75036,9.758869
UC-tP9luhDME3Y0yO-WqbbcQ,9.411421,10.002019
UC-th9WaXgUbwOoJ1S5mX5uQ,8.816762,5.1566696
UC-tukbjmNwzijx2trCa1yHw,11.566982,15.212814
UC-uTPn6USADmLGXeBe44aBA,7.028805,17.387827
UC-xW1QyTj9XfHwzTWDVarpw,10.973657,7.2188716
UC-xnXR4fv772MVr4WUN5uTw,10.46935,6.727216
UC-yPYOzjhFnwzbTJkw4Oo3g,3.6729727,5.7343507
UC-z-vIKgXF_ORkE9pZWZ6EQ,7.579574,15.022981
UC0-uMmXdJLxnBsZhnQKIb0w,8.88445,6.9775066
UC0-ysskkXPHysgsUGBYhsGA,8.705459,10.908827
UC007tubOj6VJhslWWKSWnYg,7.7721252,7.716035
UC01O-uumR9ZROb21Hs1Tfwg,-0.63838017,5.640994
UC025gI1MY50e0WLX9KHNScw,10.924336,3.8499038
UC04iSUzuD5h5WR9fe-mINjA,0.9075834,4.275837
UC04kVGgTePaBx-2TS6U6VnQ,8.3792,10.386716
UC04o2mBHApVFKXeWRkkITzQ,9.987009,6.555472
UC05d3jeIXecQvsHDqfOJ4Vg,4.984514,17.692768
UC09xnooOZiUMUa7ntYIXcow,12.778739,3.839866
UC0ALhDTSr9cSr69qFh8lcSQ,10.174472,12.630533
UC0B140mvBpAYyQaQzAt_ZUg,8.692632,9.628536
UC0B4K8eXgbayzhjXCr3Gb6w,8.53346,4.415895
UC0CSjZtlEdmz4reiLuSLY_w,4.01291,2.0369737
UC0Emt6egSgzy6-3Lv6-tMWw,3.7973282,5.626577
UC0EtW3yQzTBYwrRBFh7aEcg,12.70246,10.038495
UC0FCSAxhpuGQTQRzsF4KrSQ,1.4667875,4.91101
UC0FWQr_e5lJCEGvqYZ8LW8w,13.044574,13.433958
UC0JK4HrDpgWyWOLeMdCeU9g,5.341178,3.2954655
UC0L1X3iro6II3nJB0ySwmpg,13.09518,9.821232
UC0Lv5YLenCRITzqrIBIPAPQ,-1.3319863,5.691795
UC0MY8ErvkPIu65fCEGBmmWQ,8.269226,19.188253
UC0NgDwAaPqWvrlXwzJq-eow,5.7788696,18.256266
UC0P7ZJSN8jgQFvUXVAlTnfw,12.136263,8.767419
UC0Pah0FnvKA1xJ_Ts-ajulg,12.072614,5.491008
UC0Qpf8nNz09Cu2bJ-vtfkHg,2.8958704,5.5470896
UC0R8mCvGGGEEKMgWJmAoxtA,4.304996,4.5553956
UC0RSVKxl1or-AIBO6lbaEKQ,11.579568,15.175874
UC0STFkkGT2ZDc18gZp1QjTg,12.149515,12.050022
UC0TrFwDaV06zckO6v5f6mIQ,7.616958,15.069786
UC0VRhMJvKrtMCEYdRCQReVw,5.705519,5.0537844
UC0WmntVL_fy1qRU_fhyvJnQ,11.337315,14.241984
UC0WtOA7yunwSsSiy_OmLq0g,10.805079,4.9577317
UC0XuK0OcU1tj9i_ksTZeayg,11.518091,13.824625
UC0Ype554r1Bz6DkNMPiBc9A,11.714032,3.120689
UC0a8VrAO1wApos7B8dNQNMQ,11.998781,11.812291
UC0aA0vamcbHv0tif7rDY4UQ,9.356693,4.65754
UC0bD9jiD7wlQlYgIxzVZzBg,8.703473,4.2729306
UC0bN8JagMTQ1ywkfOTYCPAA,9.957247,8.221092
UC0bf0SDC-epak0Q24x985dA,4.268155,4.652493
UC0ceZLTdPJQhwrt5pf7Q3vA,6.931151,2.4484737
UC0cgJ93XWryCESv7H_XyJPw,5.0044165,17.712673
UC0cuFt4J3uYqRZcbsxHLZuw,4.8761225,2.2905176
UC0d4HVGkA4MvrWfrefCbR_g,12.002797,13.715781
UC0hnhAzWDUfUGDiTNDtPaKg,5.2138968,17.752493
UC0jJxJsBKdyLKNMM81Fb1Ng,5.8196287,5.4098573
UC0jYnPQ3azaq0WyopIn_hYA,6.7141676,2.4470625
UC0jjiAQJwS8oqPWAKYVY2nw,7.3668585,7.707529
UC0k_vomz2tNwySnlk3Zs5Rg,6.190526,17.697678
UC0lETRLeo0sWFMUgx_arffA,10.012885,9.205079
UC0lg9ewe4uVGFvEVbfCW7XQ,12.396671,9.980112
UC0m-h-L5fnz-01ZDmiUhERg,5.3546886,17.518513
UC0mwka0AAqmYFilSucI0MtQ,5.8588567,5.4274464
UC0nPIiUXNalTlxDnkt_XowA,7.1400476,3.0701559
UC0nhSdpIFWWJbwn5w1J1dJg,12.873337,13.442504
UC0o6Pm-SRQSvCjLQwlL9wfg,-2.6206985,5.774389
UC0ps7AWv5TuIsngMzdxMUOA,11.729557,5.6265616
UC0qMcKM_p4Vp5lDM7sSOlZQ,2.7376313,3.295139
UC0ss0Q6It-5M5sC8A-byypw,7.878243,18.70056
UC0viMufzTU9aYptcTaSr_UQ,12.05647,9.855075
UC0yv-OovB0Gm2FDLILaDHAA,7.2163496,2.4475641
UC0zy_5p_Cekk9SJlvz0aFmg,7.896999,11.686718
UC1097hTvhbfwlob-QabxODw,8.803455,6.683798
UC13bTSnfoE6-yCX_VxpJAKg,11.8891325,3.3504329
UC15g0XAgYN2S9VXFYS0mMOA,8.401708,5.1486535
UC178EW-8X5DhhH7CbE0x30A,-0.72227675,5.6476045
UC178K2GpAD3ixne4n9bc3Sg,8.616523,5.1865897
UC19_brJuQg39ocRlhv-J1FQ,9.065714,10.749133
UC19lAxVK1IKP2q02012gxJQ,8.857298,6.4393373
UC19vDD0xuulm-XddkcozXbw,9.978017,8.7078285
UC1BK8uYkW2kZFH2JpjSkvyw,7.814014,11.555303
UC1DGACDHQr-2psPAk9Nr-Fg,9.208701,11.148142
UC1ESGKRTPh_MTwT08XPVMDQ,11.749866,8.192649
UC1F5xbRoE-T_YEcy6XFPsMA,11.934336,14.894566
UC1FVFKyx2KcJIT899O-FsUQ,9.348008,6.3800526
UC1FY06yrvjVD8v1CEEqHmDA,11.631254,4.1091876
UC1JbxMi_Zv6VeWSLahrbVxQ,10.089411,3.2654612
UC1K6jBYLly7LD1GvH31uJ9Q,12.569869,9.496795
UC1K6y3vwIyi767YFiV3sPgw,8.752936,15.7307205
UC1Lw2zuslznBBzq3aR4hT4g,5.45122,5.494549
UC1PZN8T53aaa2T2G6t2qu0A,7.853178,9.337916
UC1Q3T4ZSDZTr7X_Fo6oAkxw,10.993381,11.227607
UC1SgB6EBoN-7MSL4vlJZCKA,1.5921996,3.1895409
UC1Vubzpcxtyd1h0z5h813nA,7.6296444,5.2493505
UC1WwkL3Oedh9vKzDrUdAQsg,5.83059,2.092878
UC1Ybc_HA5Gy-vScsaO3gOTg,10.991532,3.7527754
UC1ZhA4pAPE3yV7pwR-6fF3Q,6.2984824,3.6061602
UC1_yIinfNbWInCUj59ZaGQg,10.222983,8.374697
UC1d0iP0k7JQzOlVYzemM8rg,4.6780667,1.7514781
UC1fjvIU-p43y8tgyUMH6A4w,9.016936,2.4849825
UC1gAxNW48V2LUejs6Hh7MUA,6.3358994,17.749376
UC1gGxPtQgGVe6BeRY6nA9Vw,5.850973,17.712341
UC1hbivnVC5srFXFHFRddb_g,5.9380064,2.4808533
UC1i8xDoIwEynr-AYgZ8wMYQ,1.1801744,4.7299643
UC1ig_r4dKD--Rn81iwTLkdw,10.148193,12.892537
UC1ipeFUAJEcExghnzuI-R2g,1.2432116,3.7744942
UC1jGCBnlGYRQF3-8QrAcFRA,6.425114,3.8331974
UC1mT-pNI5yc2PCORvvC2M1Q,12.44403,3.7426383
UC1ohzUUnpwG_hH2xCVgId8w,7.499377,18.746952
UC1pAiw_R2lQfCC_fTdxkWPA,13.730303,4.885759
UC1pcDtNf5SpnasVTawbLeSg,11.97808,11.781449
UC1q6FvCP8TIaNrS8HncMFGg,12.036416,5.7180424
UC1q9Hue0A8JjCrW4LG-v5bA,0.82438534,4.6683106
UC1qdCRkGSO0kUnmCi78Wmjg,5.7034554,2.1705747
UC1qhTWmjLxasqDsx0tiIswg,8.449828,8.952895
UC1sCQrneggy6dr91CTJmbdw,4.964066,1.8912162
UC1saEQ0b2qE12Pd8C5N08Lg,10.516538,15.409063
UC1uyEUXbFjsCaRWgM4hQK5Q,8.840624,9.752626
UC1v8CKUyRK7I96rGss146Sw,1.9639285,3.220565
UC1wGFcfiIw9h1ufd9p-mx_A,9.401472,6.4443326
UC1xYeInNy3E4eTcZvnt1cZg,8.806381,3.062732
UC1xwbtx-4X5LHS7zXM5VmCg,13.792575,4.75687
UC2-04aOECX8Sv7TO8fKZynw,8.42751,18.44125
UC24fyZRs2_oDc7SDsftguLQ,7.5967255,17.579224
UC25D-qOqoscFTegm7tthTGA,-0.027530747,4.972994
UC25Rc78s5wAfXa6XO21mkLA,12.54973,9.650462
UC25m-hK3Y2apJHXX1U4qh5Q,8.8355,8.234315
UC25yTpQxtfwOAKxmaZ0Qd6Q,8.572201,5.1670356
UC26QvVvAcpQHXLdlNRZ20hQ,7.992176,19.040178
UC26WMjABV42q64Nzn620i0Q,12.26211,8.71919
UC27bsIR1rlIZwQPphj2uxdA,7.179135,7.7341876
UC29AQCQZRSBpPKCa_PDV-jQ,8.931369,4.055442
UC29Q8C0ZR51rpCHgSWtXhew,4.9669523,2.252495
UC2ARbzc3qI6cRSdO1glEWJg,10.233822,12.772076
UC2AoKEeDzqbSlXcJ9Ev74kQ,3.6406999,5.6735663
UC2B1Z1N8t3CzrS3MKqB9znw,7.472522,7.5354133
UC2BJ_2PiQeTQwXDiewus6SA,11.593138,15.151853
UC2Bxf7dJ9mnd1QzzBsyonQw,7.1129565,2.1470332
UC2Jz6Fd0n0wLrTnTzE3vjrA,12.983329,3.6693854
UC2K_o5oJJOjIS8VZpua18KQ,7.174279,10.247745
UC2KkMHjVYIa-4qSoqhmN0WQ,10.414385,10.141588
