userId,latency_variance_score,mean_text_length,std_text_length,unique_comment_ratio,max_duplicate_count,total_duplicates,circular_mean_hour,mean_hour_deviance,std_hour_deviance,commentCount,unique_channel_count
UC--FsVX4q4Ek_2DD89J5cOg,-0.29994686425171585,0.7697180019197111,0.039840651770433264,0.0,-0.22171277343426476,-0.24787180845699888,-0.35302982176944453,0.9161144703151626,0.358715755687249,-0.5978505922601076,0.0
UC-1YF8d0KYSg3ksrpQJi3Kw,0.3551786053276063,-0.32620335467045775,-0.43470859750369883,0.0,-0.22171277343426476,-0.24787180845699888,-1.386547973568165,-0.9623265351910174,-0.8268262106777529,-0.5978505922601076,0.0
UC-3Nj6oYW1QqHjBmm3iL-oQ,0.7537231626302091,0.24506578248481983,0.3603922468347774,0.0,-0.22171277343426476,-0.24787180845699888,-0.5420675860273771,0.268849863296108,-0.0733149753543041,2.2864207059202633,0.0
UC-3PP_G2wsXPI0In8hr1z4A,0.13640055083462155,-0.3562924561081615,-0.46884969386507014,0.0,-0.22171277343426476,-0.24787180845699888,0.758640094435919,-0.8361438764301069,-0.4285405305712056,-0.16520989753305204,0.25
UC-3rwZnz8xmpX4wByAA5CQw,0.4575316345706717,-0.4523515592895633,-0.5204764932547425,0.0,0.6913574657089212,0.7154674764909068,-1.2480041553923267,-0.4014279336203034,-1.2147790919480494,-0.45363702735108913,0.0
UC-4JFXwbKLjHEpRYu22yROQ,1.2597949418378394,-0.4141095423717573,-0.40546170567145406,0.0,-0.22171277343426476,-0.24787180845699888,-1.311359208331246,0.013297663442268537,-0.16771996944848616,-0.3094234624420706,0.0
UC-7-qCkA4GVQznRkXeop4Lw,4.1167064643681766,-0.29516887518108176,-0.3174563233179843,0.0,-0.22171277343426476,-0.24787180845699888,0.7594985498747588,0.5311309810793887,-0.21473596114203566,2.430634270829282,0.0
UC-7CsrBveGCDiDQtCSi75NA,2.4765084541649003,0.5087692102258223,0.7087380993419501,0.0,-0.22171277343426476,-0.24787180845699888,0.7667351824291356,-1.0699830808017439,-1.122112174077343,-0.16520989753305204,0.0
UC-7UGGUfegIlYvAMQEEZoWA,-0.1599832959237827,-0.3389170595032903,-0.45260350344990624,0.0,-0.22171277343426476,-0.24787180845699888,1.3132629076349456,-1.373713034524806,-1.2147790919480497,-0.5978505922601076,0.25
UC-8JKGrT19vvhAvsSxAYjSQ,-0.28700487771033856,-0.10353189574113272,0.3517766584792256,0.0,-0.22171277343426476,-0.24787180845699888,0.9195679692815926,0.6774451377246768,-0.6738445080971545,-0.3094234624420706,0.25
UC-8SI97g7bH6iCOyRhC6Emg,-0.21700879548959437,0.3034075613288182,0.2739601029868309,0.0,-0.22171277343426476,-0.24787180845699888,-1.2270745198334447,-1.0858124340505328,-1.0915326492433175,-0.45363702735108913,0.25
UC-9oSS0x2AoD2EC2WWP6XgA,2.052067149072844,-0.42876057365530723,-0.5200942310154237,0.0,-0.22171277343426476,-0.24787180845699888,-0.2265608984363502,0.010234940758822012,-0.2020529563482764,-0.5978505922601076,0.0
UC-AAsyvqCmt4FS4x02OFxxQ,-0.2687532004058743,0.20918488217882564,0.3534084181613619,0.0,-0.22171277343426476,-0.24787180845699888,-1.2799633750975565,-0.9119322828103018,-0.5197298311373624,0.8442850568300777,0.5
UC-AbeGBC9-f2huFbou2g-zQ,0.8086631835427768,-0.4151992885002858,-0.5203433252633316,0.0,-0.22171277343426476,-0.24787180845699888,1.2382300434644635,-1.0626533451216793,-1.1363133422457765,-0.5978505922601076,0.0
UC-B97mdpY4nQf6U5g5sLgAw,0.10352733374007604,-0.13888810346672428,-0.276184121964536,0.0,-0.22171277343426476,-0.24787180845699888,0.7498664151791347,-0.016146969518627936,0.648443104617415,-0.5978505922601076,0.0
UC-BU1Oft2db2OJGvjJu0cVQ,0.6534901019880447,0.283630687144412,0.14313596373417803,0.0,-0.22171277343426476,-0.24787180845699888,0.8165119775195514,-0.5146623221067759,-0.8292022406434463,-0.45363702735108913,0.0
UC-E_u0tONL7jX233EX8yy1A,0.3012028953799191,-0.28999956662267734,-0.2804287756645806,0.0,-0.22171277343426476,-0.24787180845699888,-0.25380217689380496,-0.9456915053181918,-0.9157868283278797,2.719061400647319,0.25
UC-EzdIsompamqS86hM6BoFw,0.24794920045552962,-0.35078318401393405,-0.3087891353857838,0.0,-0.22171277343426476,-0.24787180845699888,1.3351873107266203,1.8899861358408643,0.8450953090747563,-0.5978505922601076,0.25
UC-ISj9vvmY4p2GaXHlCJrtw,-0.20954903724557133,-0.15287317878284012,-0.1757409284898274,0.0,-0.22171277343426476,-0.24787180845699888,0.9094092472592255,0.9451619828007339,0.6737220048259499,-0.45363702735108913,0.0
UC-JVRGWnjzZuEGi88c9eLAA,-0.2675041029490946,-0.015423903201216713,0.0872527725849208,0.0,-0.22171277343426476,-0.24787180845699888,1.044585485230383,0.3612953334278386,0.29712550182747544,0.8442850568300777,0.0
UC-LDOX6xdSyeUiFMggIRC0w,4.223133529451784,-0.32493198418717445,-0.04592089129475534,0.0,0.6913574657089212,0.7154674764909068,-1.1855342270258078,-1.3737130345248085,-1.2147790919480497,0.12321723228498502,0.0
UC-NuZui4n3wDtTmgMBKT9Sg,0.6498720447769927,-0.3420125702451973,-0.17375796620323794,0.0,-0.22171277343426476,-0.24787180845699888,-1.4323399541322022,-0.5866922429794369,-0.7319569163307811,1.997993576102226,0.0
UC-Nw5S0c6bq3ldlu9CT-GHw,-0.26023477741493867,0.09433774852223797,0.13989377687650123,0.0,-0.22171277343426476,-0.24787180845699888,-1.1031064839156954,1.7937194495556326,2.0883865473285215,-0.45363702735108913,0.25
UC-OYdlMvgSQIzV9mhqVLnRg,4.309439422964359,0.673517635351278,1.7925455257052727,0.0,-0.22171277343426476,-0.24787180845699888,1.3132629076349456,-1.373713034524806,-1.2147790919480497,-0.45363702735108913,0.0
UC-PDPi-5c3jTo6E1lizbJFg,-0.09069029839888088,1.0848295305912505,2.4913260188448,0.0,0.6913574657089212,0.7154674764909068,0.3271467187748491,1.3270789124321498,0.6783507539339148,1.2769257515571333,0.0
UC-PETw1P1_voShih9WRmkMg,0.08040713819584992,-0.28707339646273966,-0.3040321735122425,0.0,-0.22171277343426476,-0.24787180845699888,-1.130241044977343,0.151141482431744,-0.10729253799625257,-0.45363702735108913,0.5
UC-RAnK0D2x7DewvatyRqcHQ,0.17368765176220932,-0.02022685836028677,-0.0895103529975872,0.0,-0.22171277343426476,-0.24787180845699888,0.6051640600443565,0.35468348720696496,2.238262828754647,-0.5978505922601076,0.25
UC-S7pAVa8NuLbGZRT--xCBg,0.5531802008178607,0.01028603323851139,0.0068470568183821535,0.0,-0.22171277343426476,-0.24787180845699888,0.6957503238722199,-0.6033418976700893,-0.4220141637108336,-0.5978505922601076,0.0
UC-T9vpeDnjGxmKSzIiM920A,-0.14429719569863658,-0.3626493085245778,-0.4000415279240389,0.0,-0.22171277343426476,-0.24787180845699888,0.9563148188654459,0.350965278230299,1.2396706992077342,-0.16520989753305204,0.25
UC-TdHGwX918DS0qknMVDUUQ,-0.05987064911404612,0.0237060550065013,-0.11354684571942855,0.0,-0.22171277343426476,-0.24787180845699888,1.4022792557881474,0.13873045577108847,0.0058013121960122345,-0.45363702735108913,0.5
UC-UGpuEQAvfwbzcdAWvBLeA,-0.22717289696849233,0.18333368235206607,0.6857524481915727,0.0,-0.22171277343426476,-0.24787180845699888,0.34469830714837846,-0.45592921667811603,-0.351186418086577,-0.45363702735108913,0.0
UC-W82dsdqQfqgyuHRSalQBw,0.11471177581350551,-0.16044086023095477,-0.01679126658769543,0.0,-0.22171277343426476,-0.24787180845699888,-1.3709456062776348,0.24824324264594724,-0.056097455433508324,-0.3094234624420706,0.5
UC-WgwqxLnjpffl0hPn3hS-g,2.1385571750678887,0.33024760486479815,0.2220547830921124,0.0,-0.22171277343426476,-0.24787180845699888,0.5636237672367195,-1.373713034524806,-1.2147790919480497,-0.45363702735108913,0.0
UC-XCNEk1uZcaM4h-rNp-3cw,0.24800263726847813,0.0984343867461507,-0.1877736435252501,0.0,-0.22171277343426476,-0.24787180845699888,-1.4354139404918833,-1.3737130345248085,-1.2147790919480497,-0.5978505922601076,0.0
UC-XFuI62LLtCjTXM2Kd74Xg,-0.08915453957598747,-0.19059050312024348,-0.3798701506890449,0.0,-0.22171277343426476,-0.24787180845699888,0.06386434030456867,-1.373713034524806,-1.2147790919480497,-0.5978505922601076,0.0
UC-XRuhdgwtAU3ZPyHp8v3ZA,0.2722936588797387,-0.34908802336955636,-0.4379451229535088,0.0,-0.22171277343426476,-0.24787180845699888,-1.5114878303012025,-0.9623265351910174,-0.8268262106777531,-0.5978505922601076,0.0
UC-XwCzDwf3LWXpkMYHQ2RlQ,0.11620746911329463,-0.11007037251230378,-0.23178587131877226,0.0,-0.22171277343426476,-0.24787180845699888,1.3115084904822716,-0.8533405916003495,-0.6210710366474506,-0.5978505922601076,0.0
UC-ZDi9r-41GiPdxTe3HwebA,-0.03689692073160699,-0.07205034091697585,-0.28859526433964955,0.0,-0.22171277343426476,-0.24787180845699888,-0.9618486760897016,-0.15051780195318695,1.4076819883245955,-0.3094234624420706,0.25
UC-_rI_t4-KRvrbgWFEZa5uA,-0.0750079145319665,-0.33419482627966673,-0.32024825588968275,0.0,-0.22171277343426476,-0.24787180845699888,-0.759794519815413,-0.11507211753241078,1.4452257664502557,-0.3094234624420706,0.0
UC-aQ1VwwK6EsHxkO2s4MQ1Q,0.11934573021365341,-0.29445761896665756,-0.3520064307013235,0.0,-0.22171277343426476,-0.24787180845699888,0.7120663061840073,-0.05166079621082621,0.752202383939028,0.26743079719400353,0.0
UC-bNysdfGc8M00JORt9wFSw,-0.263827019082669,-0.1346502018557801,-0.14360734870966774,0.0,-0.22171277343426476,-0.24787180845699888,0.5636237672367195,-0.07733289998546689,0.736098409781945,-0.5978505922601076,0.0
UC-bPEgY4UCenObQ02iWK0cQ,-0.2468047423470232,0.024694898715721676,0.28295962174897493,0.0,-0.22171277343426476,-0.24787180845699888,0.6706176978954959,1.0707884681497446,0.6792788871676995,-0.5978505922601076,0.25
UC-bu3cnBZmFtmOd3JOlhtng,1.3871319554857529,-0.15795866071597317,-0.025334565172080725,0.0,-0.22171277343426476,-0.24787180845699888,1.2626618309252993,-0.9076648272380891,-0.9513610879849552,0.12321723228498502,0.0
UC-dRtPqdUtIYwsYfxnp_t4g,-0.11230211853272723,0.14674646511091444,0.17157393438055168,0.0,-0.22171277343426476,-0.24787180845699888,-0.3734251582610628,1.5431422681887068,0.8620886049271684,-0.5978505922601076,0.0
UC-dXrO29mz1F846RHJAPS-Q,-0.16239135595110715,-0.17971322231882,-0.11302241834552239,0.0,0.6913574657089212,0.7154674764909068,-1.3837219645838479,1.1296542892406578,1.2967806856847603,-0.45363702735108913,0.25
UC-dtn_v6-lmpa6j7Vwl-BgQ,-0.2990157411628405,-0.3228130333817023,-0.3894937071349229,0.0,-0.22171277343426476,-0.24787180845699888,-0.7604507652009759,-0.6480389359587571,-0.8707034320772674,-0.5978505922601076,0.0
UC-edhzZuiP2P19s_tu88CQg,1.5288640333665307,1.0307727411538736,1.7507456059330644,0.0,-0.22171277343426476,-0.24787180845699888,-0.7858641298010067,-1.166720051060533,-1.0229319919979813,-0.5978505922601076,0.25
UC-gCpMc94-3CWd9MJw107_w,0.2934611568498378,0.24231114643770607,0.3217532388242906,0.0,-0.22171277343426476,-0.24787180845699888,1.3218608151457074,-0.7572357621797204,-0.6858386239147122,0.4116443621030221,0.0
UC-h6mJDreiBJG8fPtQ3OA-g,0.6883854257167357,-0.2913755087041527,-0.31448026434569304,0.0,-0.22171277343426476,-0.24787180845699888,1.0368522134807077,0.5744958755942828,0.800440795401611,0.26743079719400353,0.0
UC-jznjjSTKr15h65W95yDoA,1.1195354003300655,0.03889186911238471,0.6093585874359452,0.0,-0.22171277343426476,-0.24787180845699888,0.02967041081789138,0.6075312561124043,1.9603721936217255,-0.16520989753305204,0.25
UC-k-axvrivMCH12r4Lg9tbQ,1.911641760145822,-0.13130973823303582,-0.31090616122141923,0.0,0.6913574657089212,0.7154674764909068,-0.6303271613649857,1.4604554797792224,0.07805745279014599,1.1327121866481147,0.0
UC-k0fXW2TZgXNyZiAPK_AQQ,2.427400743150491,-0.2729470577595923,-0.4509690685419686,0.0,-0.22171277343426476,-0.24787180845699888,0.8969030446281959,-1.0858124340505324,-1.0915326492433188,-0.45363702735108913,0.0
UC-kAVBFQAr54Etg76uska7g,0.06874738797308448,-0.2567017682509729,-0.29017713053181576,0.0,-0.22171277343426476,-0.24787180845699888,1.1035925368569826,-0.8589738634577176,-0.8640352468505301,3.5843427901014304,0.5
UC-kEpkvZNXjfm0eeLljdiPw,-0.15717902196771322,-0.5109758649076246,-0.566660996736173,0.0,-0.22171277343426476,-0.24787180845699888,1.0633831941688707,-1.3737130345248085,-1.2147790919480497,-0.45363702735108913,0.25
UC-mWbS71hcXLB0jOqv8-Z7Q,-0.2574767188908845,3.4610789180577246,1.4334497439997052,0.0,12.561270574570338,7.9405121136002,-0.4901986229708838,-0.9433783938547226,-0.8408148328670683,2.430634270829282,0.0
UC-mwgFQEo2PS0IGEHAJpoYg,-0.13587665723289505,-0.048338272379549956,0.12527724760333156,0.0,-0.22171277343426476,-0.24787180845699888,0.07310979695517401,0.5328298562789452,1.3843486781472218,0.4116443621030221,0.25
UC-nf2ZdwpfjBQYW79Gi1AHA,1.0698150625182294,-0.11167135756532709,-0.06616609351130802,0.0,-0.22171277343426476,-0.24787180845699888,1.0212000209748675,-0.8938815386877909,-0.9544685529227106,-0.020996332624033515,0.0
UC-nyyAcb8rt4vTYr2HbMUAg,1.865633587803827,0.10917040416054265,0.11316484236159476,0.0,-0.22171277343426476,-0.24787180845699888,-0.921882010528662,-1.2461181566946546,-1.029676241622431,-0.020996332624033515,0.0
UC-p42GezfAlIR-YMhvst8jg,-0.2161338480773341,-0.29599867409791,-0.35331753593675447,0.0,-0.22171277343426476,-0.24787180845699888,-0.636591851873806,1.1243910367149672,1.6881800152980393,0.26743079719400353,0.25
UC-pSt_GMFA_b-owUKoE8KOw,-0.2312758731344696,-0.26286598877598266,-0.11002980903185178,0.0,-0.22171277343426476,-0.24787180845699888,1.0446892402444394,-0.0861496768721882,-0.25258636417798924,0.26743079719400353,0.0
UC-qUUzLEE1BM8VDWZaE1lrQ,-0.24425549463857787,-0.3168799711263805,-0.41973451986621757,0.0,-0.22171277343426476,-0.24787180845699888,-1.4606096033883624,-0.9586558900250389,-0.9063418259714076,-0.5978505922601076,0.25
